word | morph | numbers 
абажур | абажур!
промесить | про!мес!и!ть
промеситься | про!мес!и!ть!ся
промести | про!мес!ти
прометанный | про!мет!а!нн!ый
прометать1 | про!мет!а!ть1, про!мет!а!ю, сов. (о шитье)
прометать2 | про!мет!а!ть2, про!мет!а!ю, несов. (от про!мес!ти)
прометать3 | про!мет!а!ть3, про!меч!у, сов. (целый день стога)
прометенный | про!мет!енн!ый
прометнуть | про!мет!ну!ть
прометнуться | про!мет!ну!ть!ся
прометший | про!мет!ш!ий
прометывать | про!мет!ыва!ть
прометываться | про!мет!ыва!ть!ся
промешанный | про!меш!а!нн!ый (от про!меш!а!ть)
промешать | про!меш!а!ть
промешенный | про!меш!енн!ый (от про!мес!и!ть)
промешивать | про!меш!ива!ть
промешиваться | про!меш!ива!ть!ся
промешкать | про!мешк!а!ть
промешкаться | про!мешк!а!ть!ся
промигать | про!миг!а!ть
промигаться | про!миг!а!ть!ся
промилле | промилле, нескл., ж. и с.
промин | про!мин!
проминать | про!мин!а!ть
проминаться | про!мин!а!ть!ся
проминка | про!мин!к!а
промкомбинат | пром!комбинат!
промкооперация | пром!коопер!аци!я 
промозглый | про!мозг!л!ый
промозгнуть | про!мозг!ну!ть
промозгший | про!мозг!ш!ий
промоина | про!мо!ин!а
промокание | про!мок!а!ни!е 
промокательный | про!мок!а!тельн!ый
промокать | про!мок!а!ть
промокаться | про!мок!а!ть!ся
промокашка | про!мок!а!ш!к!а
промокнуть | про!мок!ну!ть
промокнуть | про!мок!ну!ть (промокашкой)
промокший | про!мок!ш!ий
промолачивать | про!молач!ива!ть
